activity_id,deal_id,activity_type,activity_date,notes
A01158,D0813,,N/A,
A01159,D0073,note,2026-07-01,"Thanks so much for the quick turnaround, this looks great!"
A01160,D0718,Call,2026/03/11,Please find attached the requested documents.
A01161,D0301,email,12/05/2025,We may have to look at other vendors if this isn't resolved.
A01162,D0587,email,17/05/2026,can we schedule a call sometime next week?
A01163,D0484,Call,2025-11-29,We may have to look at other vendors if this isn't resolved.
A01164,D0208,meeting,2026-03-16,Following up on our last conversation regarding pricing.
A01165,D0073,call,2026-01-01,"Great call today, looking forward to next steps."
A01166,D0626,note,02/04/2026,"Really appreciate the detailed proposal, excited to move forward."
A01167,D0496,Meeting,2026/03/11,Following up on our last conversation regarding pricing.
A01168,D0431,follow-up,N/A,Please find attached the requested documents.
A01169,D0764,note,2026/06/28,  We may have to look at other vendors if this isn't resolved.   
A01170,D0258,meeting,2026/01/01,Following up on our last conversation regarding pricing.
A01171,D0326,email,13-07-2026,"This is taking longer than expected, we need an update ASAP."
A01172,D0339,Meeting,N/A,"Not happy with the delay, please escalate."
A01173,D0403,Meeting,02-06-2026,CAN WE SCHEDULE A CALL SOMETIME NEXT WEEK?
A01174,D0164,email,2025-12-24,"Thanks so much for the quick turnaround, this looks great!"
A01175,D0785,Meeting,16/04/2026,Please find attached the requested documents.
A01176,D0615,Call,2026-02-12,"Really appreciate the detailed proposal, excited to move forward."
A01177,D0520,note,2026-05-06,"Great call today, looking forward to next steps."
A01178,D0456,note,N/A,
A01179,D0735,Follow Up,03/12/2026,Can we schedule a call sometime next week?
A01180,D0716,Call,2026-02-14,"Really appreciate the detailed proposal, excited to move forward."
A01181,D0322,Follow Up,2026-02-11,"thanks so much for the quick turnaround, this looks great!"
A01182,D0832,call,N/A,"Really appreciate the detailed proposal, excited to move forward."
A01183,D0188,Meeting,2026/05/11,Please find attached the requested documents.
A01184,D0348,call,2026-03-31,"NOT HAPPY WITH THE DELAY, PLEASE ESCALATE."
A01185,D0196,EMAIL,2025/12/02,"Thanks so much for the quick turnaround, this looks great!"
A01186,D0605,Meeting,12/02/2025,"REALLY APPRECIATE THE DETAILED PROPOSAL, EXCITED TO MOVE FORWARD."
A01187,D0295,Follow Up,18-04-2026,"  Thanks so much for the quick turnaround, this looks great!   "
A01188,D0122,call,07/05/2026,"Thanks so much for the quick turnaround, this looks great!"
A01189,D0519,Follow Up,04-02-2026,"REALLY APPRECIATE THE DETAILED PROPOSAL, EXCITED TO MOVE FORWARD."
A01190,D0629,Call,02-02-2026,"Great call today, looking forward to next steps."
A01191,D0779,email,2026/07/09,can we schedule a call sometime next week?
A01192,D0073,call,N/A,"Not happy with the delay, please escalate."
A01193,D0660,call,25/11/2025,WE MAY HAVE TO LOOK AT OTHER VENDORS IF THIS ISN'T RESOLVED.
A01194,D0735,,2025-11-03,Following up on our last conversation regarding pricing.
A01195,D0712,EMAIL,02/21/2026,Following up on our last conversation regarding pricing.
A01196,D0595,Meeting,2026-05-25,"Thanks so much for the quick turnaround, this looks great!"
A01197,D0777,EMAIL,2026-06-09,following up on our last conversation regarding pricing.
A01198,D0012,Call,27/03/2026,Can we schedule a call sometime next week?
A01199,D0189,meeting,2025/11/13,
A01200,D0192,Follow Up,06/08/2026,Following up on our last conversation regarding pricing.
A01201,D0877,Call,N/A,"Thanks so much for the quick turnaround, this looks great!"
A01202,D0539,note,2026-01-07,  Can we schedule a call sometime next week?   
A01203,D0554,follow-up,2025/11/16,  Please find attached the requested documents.   
A01204,D0120,Call,16/11/2025,Following up on our last conversation regarding pricing.
A01205,D0007,meeting,28-02-2026,"Not happy with the delay, please escalate."
A01206,D0577,follow-up,2026/01/16,"Not happy with the delay, please escalate."
A01207,D0191,Call,2026/01/25,"This is taking longer than expected, we need an update ASAP."
A01208,D0237,email,04/14/2026,"Thanks so much for the quick turnaround, this looks great!"
A01209,D0379,Meeting,2026-07-02,Please find attached the requested documents.
A01210,D0026,Follow Up,31/07/2026,"REALLY APPRECIATE THE DETAILED PROPOSAL, EXCITED TO MOVE FORWARD."
A01211,D0166,email,2025/12/06,"thanks so much for the quick turnaround, this looks great!"
A01212,D0173,Call,2026/02/17,"GREAT CALL TODAY, LOOKING FORWARD TO NEXT STEPS."
A01213,D0538,Call,29/04/2026,"Thanks so much for the quick turnaround, this looks great!"
A01214,D0445,Call,2026/04/29,"  This is taking longer than expected, we need an update ASAP.   "
A01215,D0564,follow-up,2025/11/21,Can we schedule a call sometime next week?
A01216,D0482,EMAIL,2026-07-15,
A01217,D0052,Meeting,26/12/2025,We may have to look at other vendors if this isn't resolved.
A01218,D0879,email,N/A,"This is taking longer than expected, we need an update ASAP."
A01219,D0596,,2026/06/11,Please find attached the requested documents.
A01220,D0888,call,2026/07/04,"great call today, looking forward to next steps."
A01221,D0167,call,N/A,  We may have to look at other vendors if this isn't resolved.   
A01222,D0131,email,03/01/2026,"Thanks so much for the quick turnaround, this looks great!"
A01223,D0499,meeting,01/22/2026,
A01224,D0369,Follow Up,02/09/2026,"Thanks so much for the quick turnaround, this looks great!"
A01225,D0753,call,03/31/2026,"Thanks so much for the quick turnaround, this looks great!"
A01226,D0153,email,06/26/2026,"Not happy with the delay, please escalate."
A01227,D0131,Call,01/06/2026,"Thanks so much for the quick turnaround, this looks great!"
A01228,D0516,Call,2026-07-03,"This is taking longer than expected, we need an update ASAP."
A01229,D0699,call,2026/01/26,Following up on our last conversation regarding pricing.
A01230,D0471,Meeting,2026/03/28,"Really appreciate the detailed proposal, excited to move forward."
A01231,D0787,Call,11/29/2025,"Really appreciate the detailed proposal, excited to move forward."
A01232,D0703,Call,03/02/2026,"Thanks so much for the quick turnaround, this looks great!"
A01233,D0768,follow-up,2026-02-21,  Please find attached the requested documents.   
A01234,D0555,meeting,N/A,"This is taking longer than expected, we need an update ASAP."
A01235,D0084,email,13/03/2026,
A01236,D0416,follow-up,22/11/2025,"This is taking longer than expected, we need an update ASAP."
A01237,D0675,call,08/07/2026,"GREAT CALL TODAY, LOOKING FORWARD TO NEXT STEPS."
A01238,D0404,Meeting,18-06-2026,Please find attached the requested documents.
A01239,D0308,call,23/03/2026,"This is taking longer than expected, we need an update ASAP."
A01240,D0620,email,2026/01/23,"This is taking longer than expected, we need an update ASAP."
A01241,D0620,note,03/31/2026,"Great call today, looking forward to next steps."
A01242,D0445,Call,12/04/2025,  Please find attached the requested documents.   
A01243,D0141,Meeting,2026/05/18,Can we schedule a call sometime next week?
A01244,D0696,follow-up,2026-06-04,We may have to look at other vendors if this isn't resolved.
A01245,D0609,Follow Up,2025/11/10,"this is taking longer than expected, we need an update asap."
A01246,D0319,Call,2026/01/03,"This is taking longer than expected, we need an update ASAP."
A01247,D0347,email,01-03-2026,"Not happy with the delay, please escalate."
A01248,D0375,call,05/28/2026,  Following up on our last conversation regarding pricing.   
A01249,D0835,call,07/19/2026,"REALLY APPRECIATE THE DETAILED PROPOSAL, EXCITED TO MOVE FORWARD."
A01250,D0869,follow-up,2025-11-06,Can we schedule a call sometime next week?
A01251,D0885,,17/06/2026,Please find attached the requested documents.
A01252,D0412,Follow Up,13-01-2026,Can we schedule a call sometime next week?
A01253,D0246,note,10/04/2026,Please find attached the requested documents.
A01254,D0609,follow-up,2026-01-21,"  This is taking longer than expected, we need an update ASAP.   "
A01255,D0081,EMAIL,22-07-2026,"Thanks so much for the quick turnaround, this looks great!"
A01256,D0587,Meeting,2025/11/16,Please find attached the requested documents.
A01257,D0190,note,22-06-2026,Can we schedule a call sometime next week?
A01258,D0865,,02/13/2026,"Thanks so much for the quick turnaround, this looks great!"
A01259,D0140,email,2025/11/05,"Really appreciate the detailed proposal, excited to move forward."
A01260,D0834,meeting,N/A,Please find attached the requested documents.
A01261,D0254,EMAIL,2026-03-02,Please find attached the requested documents.
A01262,D0219,call,01/01/2026,Following up on our last conversation regarding pricing.
A01263,D0107,call,,"Really appreciate the detailed proposal, excited to move forward."
A01264,D0365,EMAIL,2026-04-30,"Really appreciate the detailed proposal, excited to move forward."
A01265,D0095,follow-up,03/26/2026,Following up on our last conversation regarding pricing.
A01266,D0287,EMAIL,2026/04/30,"Not happy with the delay, please escalate."
A01267,D0667,,,"not happy with the delay, please escalate."
A01268,D0891,call,28/05/2026,Can we schedule a call sometime next week?
A01269,D0228,,07/15/2026,"This is taking longer than expected, we need an update ASAP."
A01270,D0193,email,2026-07-07,Please find attached the requested documents.
A01271,D0048,Meeting,26/05/2026,WE MAY HAVE TO LOOK AT OTHER VENDORS IF THIS ISN'T RESOLVED.
A01272,D0377,Meeting,2026-01-31,"THANKS SO MUCH FOR THE QUICK TURNAROUND, THIS LOOKS GREAT!"
A01273,D0877,EMAIL,2026-06-15,please find attached the requested documents.
A01274,D0868,email,2026-01-11,  Please find attached the requested documents.   
A01275,D0811,Call,05/25/2026,"This is taking longer than expected, we need an update ASAP."
A01276,D0089,,2025-12-29,following up on our last conversation regarding pricing.
A01277,D0355,Meeting,2025/11/08,"this is taking longer than expected, we need an update asap."
A01278,D0616,EMAIL,18/05/2026,Following up on our last conversation regarding pricing.
A01279,D0631,Meeting,04/19/2026,following up on our last conversation regarding pricing.
A01280,D0710,,2026/06/25,Following up on our last conversation regarding pricing.
A01281,D0179,call,02/06/2026,Following up on our last conversation regarding pricing.
A01282,D0233,note,2026/07/12,Can we schedule a call sometime next week?
A01283,D0094,call,25/05/2026,"Thanks so much for the quick turnaround, this looks great!"
A01284,D0510,Call,06/09/2026,
A01285,D0504,Call,2026-04-01,Can we schedule a call sometime next week?
A01286,D0567,email,2026/07/19,We may have to look at other vendors if this isn't resolved.
A01287,D0092,,13/07/2026,Please find attached the requested documents.
A01288,D0413,,18/01/2026,please find attached the requested documents.
A01289,D0222,EMAIL,07/29/2026,WE MAY HAVE TO LOOK AT OTHER VENDORS IF THIS ISN'T RESOLVED.
A01290,D0623,meeting,03/26/2026,Can we schedule a call sometime next week?
A01291,D0759,Follow Up,02/24/2026,"Great call today, looking forward to next steps."
A01292,D0059,note,2026/05/16,  Can we schedule a call sometime next week?   
A01293,D0399,email,30/05/2026,FOLLOWING UP ON OUR LAST CONVERSATION REGARDING PRICING.
A01294,D0545,call,10/01/2026,please find attached the requested documents.
A01295,D0498,Meeting,2026/07/21,Please find attached the requested documents.
A01296,D0332,EMAIL,,"  Really appreciate the detailed proposal, excited to move forward.   "
A01297,D0411,call,30-07-2026,"  This is taking longer than expected, we need an update ASAP.   "
A01298,D0485,Meeting,04-01-2026,
A01299,D0327,meeting,07/07/2026,"Really appreciate the detailed proposal, excited to move forward."
A01300,D0738,meeting,N/A,Can we schedule a call sometime next week?
A01301,D0584,Call,06/05/2026,Following up on our last conversation regarding pricing.
A01302,D0509,Meeting,2026-01-14,"Not happy with the delay, please escalate."
A01303,D0019,meeting,08/01/2026,"THANKS SO MUCH FOR THE QUICK TURNAROUND, THIS LOOKS GREAT!"
A01304,D0509,Call,2026-05-30,"Great call today, looking forward to next steps."
A01305,D0586,email,20/01/2026,"This is taking longer than expected, we need an update ASAP."
A01306,D0465,note,,
A01307,D0437,,11/11/2025,"Really appreciate the detailed proposal, excited to move forward."
A01308,D0190,EMAIL,14/01/2026,"Thanks so much for the quick turnaround, this looks great!"
A01309,D0591,follow-up,13/01/2026,We may have to look at other vendors if this isn't resolved.
A01310,D0653,email,2026/01/08,  Please find attached the requested documents.   
A01311,D0646,note,04/28/2026,"Thanks so much for the quick turnaround, this looks great!"
A01312,D0805,Follow Up,05/30/2026,
A01313,D0124,Follow Up,N/A,"Thanks so much for the quick turnaround, this looks great!"
A01314,D0388,meeting,2026/01/23,"Not happy with the delay, please escalate."
A01315,D0008,call,,"This is taking longer than expected, we need an update ASAP."
A01316,D0314,meeting,17/06/2026,"Not happy with the delay, please escalate."
A01317,D0608,,2026-06-20,"This is taking longer than expected, we need an update ASAP."
A01318,D0356,note,2026-03-02,
A01319,D0417,email,11/05/2025,"not happy with the delay, please escalate."
A01320,D0396,meeting,2025/11/02,"Great call today, looking forward to next steps."
A01321,D0113,Follow Up,11/10/2025,"  This is taking longer than expected, we need an update ASAP.   "
A01322,D0712,Meeting,2026-02-06,"Great call today, looking forward to next steps."
A01323,D0542,EMAIL,04/24/2026,"This is taking longer than expected, we need an update ASAP."
A01324,D0874,Meeting,2026/04/01,We may have to look at other vendors if this isn't resolved.
A01325,D0627,note,20-02-2026,"This is taking longer than expected, we need an update ASAP."
A01326,D0339,meeting,08-04-2026,Following up on our last conversation regarding pricing.
A01327,D0075,meeting,22/11/2025,Following up on our last conversation regarding pricing.
A01328,D0723,meeting,04/07/2026,  Please find attached the requested documents.   
A01329,D0899,note,2026/03/31,we may have to look at other vendors if this isn't resolved.
A01330,D0608,Meeting,07/19/2026,"Not happy with the delay, please escalate."
A01331,D0590,follow-up,2026/03/01,PLEASE FIND ATTACHED THE REQUESTED DOCUMENTS.
A01332,D0009,Follow Up,2026-01-10,"great call today, looking forward to next steps."
A01333,D0045,,2026/06/03,can we schedule a call sometime next week?
A01334,D0804,note,10/01/2026,"Great call today, looking forward to next steps."
A01335,D0251,call,,Please find attached the requested documents.
A01336,D0391,Call,2026/01/01,Following up on our last conversation regarding pricing.
A01337,D0145,Meeting,2025-12-18,Following up on our last conversation regarding pricing.
A01338,D0880,note,2026/06/27,"this is taking longer than expected, we need an update asap."
A01339,D0644,,2026/04/29,
A01340,D0588,Follow Up,2026-01-03,Please find attached the requested documents.
A01341,D0194,meeting,28/04/2026,
A01342,D0556,follow-up,12/20/2025,Please find attached the requested documents.
A01343,D0418,EMAIL,03/19/2026,"Thanks so much for the quick turnaround, this looks great!"
A01344,D0469,meeting,01/03/2026,
A01345,D0238,,26/01/2026,We may have to look at other vendors if this isn't resolved.
A01346,D0674,note,2026/04/01,"THANKS SO MUCH FOR THE QUICK TURNAROUND, THIS LOOKS GREAT!"
A01347,D0667,Meeting,01/01/2026,Please find attached the requested documents.
A01348,D0052,EMAIL,2026-07-19,"Not happy with the delay, please escalate."
A01349,D0477,meeting,2026-07-30,  Please find attached the requested documents.   
A01350,D0159,email,25-07-2026,"thanks so much for the quick turnaround, this looks great!"
A01351,D0625,meeting,04-11-2025,"Great call today, looking forward to next steps."
A01352,D0894,EMAIL,06/19/2026,We may have to look at other vendors if this isn't resolved.
A01353,D0240,call,06/21/2026,Can we schedule a call sometime next week?
A01354,D0221,email,03/28/2026,"  Thanks so much for the quick turnaround, this looks great!   "
A01355,D0480,,N/A,"Really appreciate the detailed proposal, excited to move forward."
A01356,D0468,Meeting,2026-01-03,"Not happy with the delay, please escalate."
A01357,D0490,Follow Up,30-11-2025,
A01358,D0285,Meeting,2026-03-19,"Great call today, looking forward to next steps."
A01359,D0570,meeting,12/01/2025,FOLLOWING UP ON OUR LAST CONVERSATION REGARDING PRICING.
A01360,D0812,EMAIL,,
A01361,D0819,Follow Up,2025-12-26,"Really appreciate the detailed proposal, excited to move forward."
A01362,D0168,EMAIL,05-04-2026,"Thanks so much for the quick turnaround, this looks great!"
A01363,D0424,meeting,2026/06/15,"Not happy with the delay, please escalate."
A01364,D0852,,06/05/2026,Can we schedule a call sometime next week?
A01365,D0638,Follow Up,11/20/2025,PLEASE FIND ATTACHED THE REQUESTED DOCUMENTS.
A01366,D0555,email,25/02/2026,"Great call today, looking forward to next steps."
A01367,D0152,Meeting,2026-01-17,"great call today, looking forward to next steps."
A01368,D0822,Follow Up,07-11-2025,"This is taking longer than expected, we need an update ASAP."
A01369,D0730,meeting,04/15/2026,Following up on our last conversation regarding pricing.
A01370,D0463,Follow Up,2026-02-07,
A01371,D0049,Call,2026/07/25,"  Thanks so much for the quick turnaround, this looks great!   "
A01372,D0705,follow-up,2026/07/04,"Thanks so much for the quick turnaround, this looks great!"
A01373,D0076,,11/02/2026,Please find attached the requested documents.
A01374,D0231,Follow Up,2026-07-16,Please find attached the requested documents.
A01375,D0326,Call,01/20/2026,"great call today, looking forward to next steps."
A01376,D0398,meeting,2025/11/09,
A01377,D0878,meeting,2026-02-09,"this is taking longer than expected, we need an update asap."
A01378,D0702,meeting,19/01/2026,Following up on our last conversation regarding pricing.
A01379,D0002,follow-up,12/11/2025,Please find attached the requested documents.
A01380,D0854,call,2026/04/11,"Not happy with the delay, please escalate."
A01381,D0339,call,2025-11-29,"GREAT CALL TODAY, LOOKING FORWARD TO NEXT STEPS."
A01382,D0700,note,28-12-2025,"Really appreciate the detailed proposal, excited to move forward."
A01383,D0195,,2026/01/25,"Great call today, looking forward to next steps."
A01384,D0215,EMAIL,2026/05/15,Can we schedule a call sometime next week?
A01385,D0464,,05/22/2026,"Great call today, looking forward to next steps."
A01386,D0018,note,03/06/2026,Can we schedule a call sometime next week?
A01387,D0620,EMAIL,,Can we schedule a call sometime next week?
A01388,D0155,Follow Up,2026-07-15,Can we schedule a call sometime next week?
A01389,D0788,note,02/12/2026,Can we schedule a call sometime next week?
A01390,D0596,note,04/09/2026,"Not happy with the delay, please escalate."
A01391,D0662,note,2026/04/29,Please find attached the requested documents.
A01392,D0044,note,11-12-2025,
A01393,D0685,follow-up,05/28/2026,Following up on our last conversation regarding pricing.
A01394,D0552,call,,We may have to look at other vendors if this isn't resolved.
A01395,D0877,EMAIL,N/A,"really appreciate the detailed proposal, excited to move forward."
A01396,D0849,EMAIL,21-07-2026,Please find attached the requested documents.
A01397,D0116,Meeting,30/07/2026,We may have to look at other vendors if this isn't resolved.
A01398,D0412,meeting,2026-04-04,"Really appreciate the detailed proposal, excited to move forward."
A01399,D0551,call,31-07-2026,"Great call today, looking forward to next steps."
A01400,D0044,note,2026/04/22,"Not happy with the delay, please escalate."
A01401,D0251,Meeting,20/05/2026,"This is taking longer than expected, we need an update ASAP."
A01402,D0767,meeting,2026-03-28,"This is taking longer than expected, we need an update ASAP."
A01403,D0675,EMAIL,12/03/2025,"This is taking longer than expected, we need an update ASAP."
A01404,D0198,EMAIL,,"REALLY APPRECIATE THE DETAILED PROPOSAL, EXCITED TO MOVE FORWARD."
A01405,D0260,follow-up,2026-06-07,Please find attached the requested documents.
A01406,D0661,Follow Up,2026-04-15,"Really appreciate the detailed proposal, excited to move forward."
A01407,D0158,note,2026/04/30,Please find attached the requested documents.
A01408,D0668,EMAIL,03/23/2026,
A01409,D0225,note,2026-01-26,
A01410,D0357,email,2025/12/23,can we schedule a call sometime next week?
A01411,D0894,Call,,"Thanks so much for the quick turnaround, this looks great!"
A01412,D0251,follow-up,2026/07/07,"Thanks so much for the quick turnaround, this looks great!"
A01413,D0166,note,2026/01/29,"Great call today, looking forward to next steps."
A01414,D0627,call,N/A,"This is taking longer than expected, we need an update ASAP."
A01415,D0843,,07/26/2026,following up on our last conversation regarding pricing.
A01416,D0520,email,2026/01/02,"This is taking longer than expected, we need an update ASAP."
A01417,D0209,email,25/01/2026,"Really appreciate the detailed proposal, excited to move forward."
A01418,D0484,follow-up,24/07/2026,"Great call today, looking forward to next steps."
A01419,D0445,follow-up,2026-05-09,"Thanks so much for the quick turnaround, this looks great!"
A01420,D0680,follow-up,03/02/2026,Following up on our last conversation regarding pricing.
A01421,D0690,follow-up,07/20/2026,Can we schedule a call sometime next week?
A01422,D0615,Call,20-02-2026,"Thanks so much for the quick turnaround, this looks great!"
A01423,D0505,note,2025-11-22,"This is taking longer than expected, we need an update ASAP."
A01424,D0846,Follow Up,2026/04/02,we may have to look at other vendors if this isn't resolved.
A01425,D0273,email,2025/11/21,"Great call today, looking forward to next steps."
A01426,D0420,Call,2026/02/07,"Really appreciate the detailed proposal, excited to move forward."
A01427,D0594,follow-up,2026/03/13,Please find attached the requested documents.
A01428,D0753,call,01/02/2026,"This is taking longer than expected, we need an update ASAP."
A01429,D0842,note,06/03/2026,
A01430,D0332,,2026/01/02,We may have to look at other vendors if this isn't resolved.
A01431,D0167,Meeting,2026/06/15,Please find attached the requested documents.
A01432,D0010,,07/28/2026,"Thanks so much for the quick turnaround, this looks great!"
A01433,D0147,Follow Up,2026/07/11,PLEASE FIND ATTACHED THE REQUESTED DOCUMENTS.
A01434,D0634,note,2026/01/06,"Thanks so much for the quick turnaround, this looks great!"
A01435,D0315,,07-07-2026,
A01436,D0522,email,2026/05/04,please find attached the requested documents.
A01437,D0296,,01-05-2026,Following up on our last conversation regarding pricing.
A01438,D0828,follow-up,15/04/2026,Please find attached the requested documents.
A01439,D0272,meeting,2026/06/06,"Great call today, looking forward to next steps."
A01440,D0404,call,02/02/2026,"Really appreciate the detailed proposal, excited to move forward."
A01441,D0168,note,02/12/2025,"Thanks so much for the quick turnaround, this looks great!"
A01442,D0617,call,,we may have to look at other vendors if this isn't resolved.
A01443,D0259,Meeting,03/18/2026,"Thanks so much for the quick turnaround, this looks great!"
A01444,D0569,email,2025-12-11,Can we schedule a call sometime next week?
A01445,D0554,follow-up,2026/03/15,"Not happy with the delay, please escalate."
A01446,D0109,follow-up,06/29/2026,"thanks so much for the quick turnaround, this looks great!"
A01447,D0808,Meeting,2025-12-24,"  Thanks so much for the quick turnaround, this looks great!   "
A01448,D0738,note,19/12/2025,"Really appreciate the detailed proposal, excited to move forward."
A01449,D0611,Meeting,2026-03-04,
A01450,D0268,Follow Up,16/12/2025,We may have to look at other vendors if this isn't resolved.
A01451,D0302,note,2026-02-23,We may have to look at other vendors if this isn't resolved.
A01452,D0020,Call,05/29/2026,"This is taking longer than expected, we need an update ASAP."
A01453,D0032,Call,05/14/2026,"This is taking longer than expected, we need an update ASAP."
A01454,D0049,email,09-03-2026,Please find attached the requested documents.
A01455,D0616,Follow Up,28/11/2025,"Not happy with the delay, please escalate."
A01456,D0433,follow-up,26/06/2026,can we schedule a call sometime next week?
A01457,D0387,EMAIL,06/16/2026,"Really appreciate the detailed proposal, excited to move forward."
A01458,D0612,note,11/07/2025,Can we schedule a call sometime next week?
A01459,D0189,EMAIL,2025-12-16,  Can we schedule a call sometime next week?   
A01460,D0664,meeting,2025-11-20,Please find attached the requested documents.
A01461,D0399,meeting,21-03-2026,Can we schedule a call sometime next week?
A01462,D0335,EMAIL,03/25/2026,
A01463,D0851,Call,14-02-2026,Can we schedule a call sometime next week?
A01464,D0171,Follow Up,N/A,Following up on our last conversation regarding pricing.
A01465,D0094,Call,05/12/2025,Following up on our last conversation regarding pricing.
A01466,D0649,,10/05/2026,Please find attached the requested documents.
A01467,D0253,Follow Up,05-01-2026,Can we schedule a call sometime next week?
A01468,D0599,meeting,19-01-2026,"Great call today, looking forward to next steps."
A01469,D0416,Call,31-01-2026,
A01470,D0069,call,2026-06-14,
A01471,D0316,Follow Up,31/01/2026,"Not happy with the delay, please escalate."
A01472,D0784,Meeting,16-04-2026,"Great call today, looking forward to next steps."
A01473,D0750,meeting,30/11/2025,"Really appreciate the detailed proposal, excited to move forward."
A01474,D0826,Follow Up,17-05-2026,Please find attached the requested documents.
A01475,D0038,Meeting,2025/11/20,WE MAY HAVE TO LOOK AT OTHER VENDORS IF THIS ISN'T RESOLVED.
A01476,D0543,email,2026-07-10,  Following up on our last conversation regarding pricing.   
A01477,D0616,EMAIL,2026-07-18,We may have to look at other vendors if this isn't resolved.
A01478,D0180,follow-up,N/A,"Great call today, looking forward to next steps."
A01479,D0010,meeting,22/04/2026,
A01480,D0186,Call,22-05-2026,"This is taking longer than expected, we need an update ASAP."
A01481,D0336,email,2026/02/27,"thanks so much for the quick turnaround, this looks great!"
A01482,D0110,Meeting,26/05/2026,Following up on our last conversation regarding pricing.
A01483,D0509,Call,11/05/2026,"This is taking longer than expected, we need an update ASAP."
A01484,D0408,Follow Up,20-05-2026,  Following up on our last conversation regarding pricing.   
A01485,D0602,Follow Up,17/05/2026,"This is taking longer than expected, we need an update ASAP."
A01486,D0054,Follow Up,2026/04/10,"Thanks so much for the quick turnaround, this looks great!"
A01487,D0546,Follow Up,13/06/2026,Following up on our last conversation regarding pricing.
A01488,D0240,Meeting,2026-03-20,We may have to look at other vendors if this isn't resolved.
A01489,D0298,meeting,12-12-2025,"This is taking longer than expected, we need an update ASAP."
A01490,D0796,follow-up,2025/11/02,"Not happy with the delay, please escalate."
A01491,D0575,Meeting,11/04/2026,Can we schedule a call sometime next week?
A01492,D0773,follow-up,2026/05/04,
A01493,D0147,Call,2026/03/04,"Not happy with the delay, please escalate."
A01494,D0603,Call,27-01-2026,We may have to look at other vendors if this isn't resolved.
A01495,D0881,,18/12/2025,"Thanks so much for the quick turnaround, this looks great!"
A01496,D0542,meeting,17-05-2026,Can we schedule a call sometime next week?
A01497,D0814,email,01/16/2026,We may have to look at other vendors if this isn't resolved.
A01498,D0108,Call,05/31/2026,"  Thanks so much for the quick turnaround, this looks great!   "
A01499,D0771,note,2026-01-03,"Really appreciate the detailed proposal, excited to move forward."
A01500,D0504,follow-up,N/A,Can we schedule a call sometime next week?
A01501,D0024,Follow Up,2025/11/13,"Great call today, looking forward to next steps."
A01502,D0591,call,03/22/2026,We may have to look at other vendors if this isn't resolved.
A01503,D0600,email,24-03-2026,"Really appreciate the detailed proposal, excited to move forward."
A01504,D0763,follow-up,2026-03-19,
A01505,D0857,Meeting,12/07/2026,"Thanks so much for the quick turnaround, this looks great!"
A01506,D0590,email,2026-01-17,"  Thanks so much for the quick turnaround, this looks great!   "
A01507,D0129,Follow Up,13-02-2026,"Great call today, looking forward to next steps."
A01508,D0125,email,2026-05-26,"Thanks so much for the quick turnaround, this looks great!"
A01509,D0548,Call,2026-07-19,
A01510,D0139,meeting,12/11/2025,Following up on our last conversation regarding pricing.
A01511,D0714,follow-up,17/07/2026,"this is taking longer than expected, we need an update asap."
A01512,D0223,Meeting,2026/06/30,"This is taking longer than expected, we need an update ASAP."
A01513,D0248,Follow Up,N/A,"Thanks so much for the quick turnaround, this looks great!"
A01514,D0895,note,26-02-2026,
A01515,D0343,note,01/15/2026,"Not happy with the delay, please escalate."
A01516,D0809,Call,29-06-2026,Following up on our last conversation regarding pricing.
A01517,D0044,EMAIL,01/25/2026,"Not happy with the delay, please escalate."
A01518,D0876,EMAIL,03/02/2026,"This is taking longer than expected, we need an update ASAP."
A01519,D0256,meeting,2025-12-15,"This is taking longer than expected, we need an update ASAP."
A01520,D0837,note,N/A,"Really appreciate the detailed proposal, excited to move forward."
A01521,D0332,email,13-03-2026,
A01522,D0383,Call,,We may have to look at other vendors if this isn't resolved.
A01523,D0220,call,16/12/2025,"  This is taking longer than expected, we need an update ASAP.   "
A01524,D0878,follow-up,15-07-2026,Please find attached the requested documents.
A01525,D0542,Follow Up,10-01-2026,Following up on our last conversation regarding pricing.
A01526,D0589,call,15/04/2026,Please find attached the requested documents.
A01527,D0676,Follow Up,2025-11-29,"great call today, looking forward to next steps."
A01528,D0879,meeting,2026/01/02,"Not happy with the delay, please escalate."
A01529,D0773,Meeting,01/15/2026,Can we schedule a call sometime next week?
A01530,D0140,,26-11-2025,FOLLOWING UP ON OUR LAST CONVERSATION REGARDING PRICING.
A01531,D0826,follow-up,2026-03-31,"Really appreciate the detailed proposal, excited to move forward."
A01532,D0841,meeting,2026-03-19,Following up on our last conversation regarding pricing.
A01533,D0516,follow-up,2025/12/16,"  Not happy with the delay, please escalate.   "
A01534,D0668,Meeting,04/13/2026,  Following up on our last conversation regarding pricing.   
A01535,D0487,,,PLEASE FIND ATTACHED THE REQUESTED DOCUMENTS.
A01536,D0620,call,2026-07-02,can we schedule a call sometime next week?
A01537,D0895,note,03/27/2026,we may have to look at other vendors if this isn't resolved.
A01538,D0271,EMAIL,23-12-2025,"Really appreciate the detailed proposal, excited to move forward."
A01539,D0891,email,2026/03/14,"Thanks so much for the quick turnaround, this looks great!"
A01540,D0473,EMAIL,,
A01541,D0707,,09-02-2026,"Really appreciate the detailed proposal, excited to move forward."
A01542,D0381,email,2026-01-16,"Thanks so much for the quick turnaround, this looks great!"
A01543,D0317,Call,07/18/2026,"Great call today, looking forward to next steps."
