activity_id,deal_id,activity_type,activity_date,notes,orphaned_deal
A01293,D0399,email,2026-05-30,Following up on our last conversation regarding pricing.,False
A01294,D0545,call,2026-01-10,please find attached the requested documents.,False
A01295,D0498,meeting,,Please find attached the requested documents.,False
A01296,D0332,email,,"Really appreciate the detailed proposal, excited to move forward.",False
A01297,D0411,call,,"This is taking longer than expected, we need an update ASAP.",False
A01298,D0485,meeting,,,False
A01299,D0327,meeting,2026-07-07,"Really appreciate the detailed proposal, excited to move forward.",False
A01300,D0738,meeting,,Can we schedule a call sometime next week?,False
A01301,D0584,call,2026-05-06,Following up on our last conversation regarding pricing.,False
A01302,D0509,meeting,,"Not happy with the delay, please escalate.",False
A01303,D0019,meeting,2026-01-08,"Thanks so much for the quick turnaround, this looks great!",False
A01304,D0509,call,,"Great call today, looking forward to next steps.",False
A01305,D0586,email,2026-01-20,"This is taking longer than expected, we need an update ASAP.",False
A01306,D0465,note,,,False
A01307,D0437,unknown,2025-11-11,"Really appreciate the detailed proposal, excited to move forward.",False
A01308,D0190,email,2026-01-14,"Thanks so much for the quick turnaround, this looks great!",False
A01309,D0591,follow_up,2026-01-13,We may have to look at other vendors if this isn't resolved.,False
A01310,D0653,email,,Please find attached the requested documents.,False
A01311,D0646,note,,"Thanks so much for the quick turnaround, this looks great!",False
A01312,D0805,follow_up,,,False
A01313,D0124,follow_up,,"Thanks so much for the quick turnaround, this looks great!",False
A01314,D0388,meeting,,"Not happy with the delay, please escalate.",False
A01315,D0008,call,,"This is taking longer than expected, we need an update ASAP.",False
A01316,D0314,meeting,2026-06-17,"Not happy with the delay, please escalate.",False
A01317,D0608,unknown,,"This is taking longer than expected, we need an update ASAP.",False
A01318,D0356,note,2026-02-03,,False
A01319,D0417,email,2025-05-11,"not happy with the delay, please escalate.",False
A01320,D0396,meeting,,"Great call today, looking forward to next steps.",False
A01321,D0113,follow_up,2025-10-11,"This is taking longer than expected, we need an update ASAP.",False
A01322,D0712,meeting,2026-06-02,"Great call today, looking forward to next steps.",False
A01323,D0542,email,,"This is taking longer than expected, we need an update ASAP.",False
A01324,D0874,meeting,,We may have to look at other vendors if this isn't resolved.,False
A01325,D0627,note,,"This is taking longer than expected, we need an update ASAP.",False
A01326,D0339,meeting,,Following up on our last conversation regarding pricing.,False
A01327,D0075,meeting,2025-11-22,Following up on our last conversation regarding pricing.,False
A01328,D0723,meeting,2026-07-04,Please find attached the requested documents.,False
A01329,D0899,note,,we may have to look at other vendors if this isn't resolved.,False
A01330,D0608,meeting,,"Not happy with the delay, please escalate.",False
A01331,D0590,follow_up,,Please find attached the requested documents.,False
A01332,D0009,follow_up,2026-10-01,"great call today, looking forward to next steps.",False
A01333,D0045,unknown,,can we schedule a call sometime next week?,False
A01334,D0804,note,2026-01-10,"Great call today, looking forward to next steps.",False
A01335,D0251,call,,Please find attached the requested documents.,False
A01336,D0391,call,,Following up on our last conversation regarding pricing.,False
A01337,D0145,meeting,,Following up on our last conversation regarding pricing.,False
A01338,D0880,note,,"this is taking longer than expected, we need an update asap.",False
A01339,D0644,unknown,,,False
A01340,D0588,follow_up,2026-03-01,Please find attached the requested documents.,False
A01341,D0194,meeting,2026-04-28,,False
A01342,D0556,follow_up,,Please find attached the requested documents.,False
A01343,D0418,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01344,D0469,meeting,2026-03-01,,False
A01345,D0238,unknown,2026-01-26,We may have to look at other vendors if this isn't resolved.,False
A01346,D0674,note,,"Thanks so much for the quick turnaround, this looks great!",False
A01347,D0667,meeting,2026-01-01,Please find attached the requested documents.,False
A01348,D0052,email,,"Not happy with the delay, please escalate.",False
A01349,D0477,meeting,,Please find attached the requested documents.,False
A01350,D0159,email,,"thanks so much for the quick turnaround, this looks great!",False
A01351,D0625,meeting,,"Great call today, looking forward to next steps.",False
A01352,D0894,email,,We may have to look at other vendors if this isn't resolved.,False
A01353,D0240,call,,Can we schedule a call sometime next week?,False
A01354,D0221,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01355,D0480,unknown,,"Really appreciate the detailed proposal, excited to move forward.",False
A01356,D0468,meeting,2026-03-01,"Not happy with the delay, please escalate.",False
A01357,D0490,follow_up,,,False
A01358,D0285,meeting,,"Great call today, looking forward to next steps.",False
A01359,D0570,meeting,2025-01-12,Following up on our last conversation regarding pricing.,False
A01360,D0812,email,,,False
A01361,D0819,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A01362,D0168,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01363,D0424,meeting,,"Not happy with the delay, please escalate.",False
A01364,D0852,unknown,2026-05-06,Can we schedule a call sometime next week?,False
A01365,D0638,follow_up,,Please find attached the requested documents.,False
A01366,D0555,email,2026-02-25,"Great call today, looking forward to next steps.",False
A01367,D0152,meeting,,"great call today, looking forward to next steps.",False
A01368,D0822,follow_up,,"This is taking longer than expected, we need an update ASAP.",False
A01369,D0730,meeting,,Following up on our last conversation regarding pricing.,False
A01370,D0463,follow_up,2026-07-02,,False
A01371,D0049,call,,"Thanks so much for the quick turnaround, this looks great!",False
A01372,D0705,follow_up,,"Thanks so much for the quick turnaround, this looks great!",False
A01373,D0076,unknown,2026-02-11,Please find attached the requested documents.,False
A01374,D0231,follow_up,,Please find attached the requested documents.,False
A01375,D0326,call,,"great call today, looking forward to next steps.",False
A01376,D0398,meeting,,,False
A01377,D0878,meeting,2026-09-02,"this is taking longer than expected, we need an update asap.",False
A01378,D0702,meeting,2026-01-19,Following up on our last conversation regarding pricing.,False
A01379,D0002,follow_up,2025-11-12,Please find attached the requested documents.,False
A01380,D0854,call,,"Not happy with the delay, please escalate.",False
A01381,D0339,call,,"Great call today, looking forward to next steps.",False
A01382,D0700,note,,"Really appreciate the detailed proposal, excited to move forward.",False
A01383,D0195,unknown,,"Great call today, looking forward to next steps.",False
A01384,D0215,email,,Can we schedule a call sometime next week?,False
A01385,D0464,unknown,,"Great call today, looking forward to next steps.",False
A01386,D0018,note,2026-06-03,Can we schedule a call sometime next week?,False
A01387,D0620,email,,Can we schedule a call sometime next week?,False
A01388,D0155,follow_up,,Can we schedule a call sometime next week?,False
A01389,D0788,note,2026-12-02,Can we schedule a call sometime next week?,False
A01390,D0596,note,2026-09-04,"Not happy with the delay, please escalate.",False
A01391,D0662,note,,Please find attached the requested documents.,False
A01392,D0044,note,,,False
A01393,D0685,follow_up,,Following up on our last conversation regarding pricing.,False
A01394,D0552,call,,We may have to look at other vendors if this isn't resolved.,False
A01395,D0877,email,,"really appreciate the detailed proposal, excited to move forward.",False
A01396,D0849,email,,Please find attached the requested documents.,False
A01397,D0116,meeting,2026-07-30,We may have to look at other vendors if this isn't resolved.,False
A01398,D0412,meeting,2026-04-04,"Really appreciate the detailed proposal, excited to move forward.",False
A01399,D0551,call,,"Great call today, looking forward to next steps.",False
A01400,D0044,note,,"Not happy with the delay, please escalate.",False
A01401,D0251,meeting,2026-05-20,"This is taking longer than expected, we need an update ASAP.",False
A01402,D0767,meeting,,"This is taking longer than expected, we need an update ASAP.",False
A01403,D0675,email,2025-03-12,"This is taking longer than expected, we need an update ASAP.",False
A01404,D0198,email,,"Really appreciate the detailed proposal, excited to move forward.",False
A01405,D0260,follow_up,2026-07-06,Please find attached the requested documents.,False
A01406,D0661,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A01407,D0158,note,,Please find attached the requested documents.,False
A01408,D0668,email,,,False
A01409,D0225,note,,,False
A01410,D0357,email,,can we schedule a call sometime next week?,False
A01411,D0894,call,,"Thanks so much for the quick turnaround, this looks great!",False
A01412,D0251,follow_up,,"Thanks so much for the quick turnaround, this looks great!",False
A01413,D0166,note,,"Great call today, looking forward to next steps.",False
A01414,D0627,call,,"This is taking longer than expected, we need an update ASAP.",False
A01415,D0843,unknown,,following up on our last conversation regarding pricing.,False
A01416,D0520,email,,"This is taking longer than expected, we need an update ASAP.",False
A01417,D0209,email,2026-01-25,"Really appreciate the detailed proposal, excited to move forward.",False
A01418,D0484,follow_up,2026-07-24,"Great call today, looking forward to next steps.",False
A01419,D0445,follow_up,2026-09-05,"Thanks so much for the quick turnaround, this looks great!",False
A01420,D0680,follow_up,2026-02-03,Following up on our last conversation regarding pricing.,False
A01421,D0690,follow_up,,Can we schedule a call sometime next week?,False
A01422,D0615,call,,"Thanks so much for the quick turnaround, this looks great!",False
A01423,D0505,note,,"This is taking longer than expected, we need an update ASAP.",False
A01424,D0846,follow_up,,we may have to look at other vendors if this isn't resolved.,False
A01425,D0273,email,,"Great call today, looking forward to next steps.",False
A01426,D0420,call,,"Really appreciate the detailed proposal, excited to move forward.",False
A01427,D0594,follow_up,,Please find attached the requested documents.,False
A01428,D0753,call,2026-02-01,"This is taking longer than expected, we need an update ASAP.",False
A01429,D0842,note,2026-03-06,,False
A01430,D0332,unknown,,We may have to look at other vendors if this isn't resolved.,False
A01431,D0167,meeting,,Please find attached the requested documents.,False
A01432,D0010,unknown,,"Thanks so much for the quick turnaround, this looks great!",False
A01433,D0147,follow_up,,Please find attached the requested documents.,False
A01434,D0634,note,,"Thanks so much for the quick turnaround, this looks great!",False
A01435,D0315,unknown,,,False
A01436,D0522,email,,please find attached the requested documents.,False
A01437,D0296,unknown,,Following up on our last conversation regarding pricing.,False
A01438,D0828,follow_up,2026-04-15,Please find attached the requested documents.,False
A01439,D0272,meeting,,"Great call today, looking forward to next steps.",False
A01440,D0404,call,2026-02-02,"Really appreciate the detailed proposal, excited to move forward.",False
A01441,D0168,note,2025-12-02,"Thanks so much for the quick turnaround, this looks great!",False
A01442,D0617,call,,we may have to look at other vendors if this isn't resolved.,False
A01443,D0259,meeting,,"Thanks so much for the quick turnaround, this looks great!",False
A01444,D0569,email,2025-11-12,Can we schedule a call sometime next week?,False
A01445,D0554,follow_up,,"Not happy with the delay, please escalate.",False
A01446,D0109,follow_up,,"thanks so much for the quick turnaround, this looks great!",False
A01447,D0808,meeting,,"Thanks so much for the quick turnaround, this looks great!",False
A01448,D0738,note,2025-12-19,"Really appreciate the detailed proposal, excited to move forward.",False
A01449,D0611,meeting,2026-04-03,,False
A01450,D0268,follow_up,2025-12-16,We may have to look at other vendors if this isn't resolved.,False
A01451,D0302,note,,We may have to look at other vendors if this isn't resolved.,False
A01452,D0020,call,,"This is taking longer than expected, we need an update ASAP.",False
A01453,D0032,call,,"This is taking longer than expected, we need an update ASAP.",False
A01454,D0049,email,,Please find attached the requested documents.,False
A01455,D0616,follow_up,2025-11-28,"Not happy with the delay, please escalate.",False
A01456,D0433,follow_up,2026-06-26,can we schedule a call sometime next week?,False
A01457,D0387,email,,"Really appreciate the detailed proposal, excited to move forward.",False
A01458,D0612,note,2025-07-11,Can we schedule a call sometime next week?,False
A01459,D0189,email,,Can we schedule a call sometime next week?,False
A01460,D0664,meeting,,Please find attached the requested documents.,False
A01461,D0399,meeting,,Can we schedule a call sometime next week?,False
A01462,D0335,email,,,False
A01463,D0851,call,,Can we schedule a call sometime next week?,False
A01464,D0171,follow_up,,Following up on our last conversation regarding pricing.,False
A01465,D0094,call,2025-12-05,Following up on our last conversation regarding pricing.,False
A01466,D0649,unknown,2026-05-10,Please find attached the requested documents.,False
A01467,D0253,follow_up,,Can we schedule a call sometime next week?,False
A01468,D0599,meeting,,"Great call today, looking forward to next steps.",False
A01469,D0416,call,,,False
A01470,D0069,call,,,False
A01471,D0316,follow_up,2026-01-31,"Not happy with the delay, please escalate.",False
A01472,D0784,meeting,,"Great call today, looking forward to next steps.",False
A01473,D0750,meeting,2025-11-30,"Really appreciate the detailed proposal, excited to move forward.",False
A01474,D0826,follow_up,,Please find attached the requested documents.,False
A01475,D0038,meeting,,We may have to look at other vendors if this isn't resolved.,False
A01476,D0543,email,2026-10-07,Following up on our last conversation regarding pricing.,False
A01477,D0616,email,,We may have to look at other vendors if this isn't resolved.,False
A01478,D0180,follow_up,,"Great call today, looking forward to next steps.",False
A01479,D0010,meeting,2026-04-22,,False
A01480,D0186,call,,"This is taking longer than expected, we need an update ASAP.",False
A01481,D0336,email,,"thanks so much for the quick turnaround, this looks great!",False
A01482,D0110,meeting,2026-05-26,Following up on our last conversation regarding pricing.,False
A01483,D0509,call,2026-05-11,"This is taking longer than expected, we need an update ASAP.",False
A01484,D0408,follow_up,,Following up on our last conversation regarding pricing.,False
A01485,D0602,follow_up,2026-05-17,"This is taking longer than expected, we need an update ASAP.",False
A01486,D0054,follow_up,,"Thanks so much for the quick turnaround, this looks great!",False
A01487,D0546,follow_up,2026-06-13,Following up on our last conversation regarding pricing.,False
A01488,D0240,meeting,,We may have to look at other vendors if this isn't resolved.,False
A01489,D0298,meeting,,"This is taking longer than expected, we need an update ASAP.",False
A01490,D0796,follow_up,,"Not happy with the delay, please escalate.",False
A01491,D0575,meeting,2026-04-11,Can we schedule a call sometime next week?,False
A01492,D0773,follow_up,,,False
A01493,D0147,call,,"Not happy with the delay, please escalate.",False
A01494,D0603,call,,We may have to look at other vendors if this isn't resolved.,False
A01495,D0881,unknown,2025-12-18,"Thanks so much for the quick turnaround, this looks great!",False
A01496,D0542,meeting,,Can we schedule a call sometime next week?,False
A01497,D0814,email,,We may have to look at other vendors if this isn't resolved.,False
A01498,D0108,call,,"Thanks so much for the quick turnaround, this looks great!",False
A01499,D0771,note,2026-03-01,"Really appreciate the detailed proposal, excited to move forward.",False
A01500,D0504,follow_up,,Can we schedule a call sometime next week?,False
A01501,D0024,follow_up,,"Great call today, looking forward to next steps.",False
A01502,D0591,call,,We may have to look at other vendors if this isn't resolved.,False
A01503,D0600,email,,"Really appreciate the detailed proposal, excited to move forward.",False
A01504,D0763,follow_up,,,False
A01505,D0857,meeting,2026-07-12,"Thanks so much for the quick turnaround, this looks great!",False
A01506,D0590,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01507,D0129,follow_up,,"Great call today, looking forward to next steps.",False
A01508,D0125,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01509,D0548,call,,,False
A01510,D0139,meeting,2025-11-12,Following up on our last conversation regarding pricing.,False
A01511,D0714,follow_up,2026-07-17,"this is taking longer than expected, we need an update asap.",False
A01512,D0223,meeting,,"This is taking longer than expected, we need an update ASAP.",False
A01513,D0248,follow_up,,"Thanks so much for the quick turnaround, this looks great!",False
A01514,D0895,note,,,False
A01515,D0343,note,,"Not happy with the delay, please escalate.",False
A01516,D0809,call,,Following up on our last conversation regarding pricing.,False
A01517,D0044,email,,"Not happy with the delay, please escalate.",False
A01518,D0876,email,2026-02-03,"This is taking longer than expected, we need an update ASAP.",False
A01519,D0256,meeting,,"This is taking longer than expected, we need an update ASAP.",False
A01520,D0837,note,,"Really appreciate the detailed proposal, excited to move forward.",False
A01521,D0332,email,,,False
A01522,D0383,call,,We may have to look at other vendors if this isn't resolved.,False
A01523,D0220,call,2025-12-16,"This is taking longer than expected, we need an update ASAP.",False
A01524,D0878,follow_up,,Please find attached the requested documents.,False
A01525,D0542,follow_up,,Following up on our last conversation regarding pricing.,False
A01526,D0589,call,2026-04-15,Please find attached the requested documents.,False
A01527,D0676,follow_up,,"great call today, looking forward to next steps.",False
A01528,D0879,meeting,,"Not happy with the delay, please escalate.",False
A01529,D0773,meeting,,Can we schedule a call sometime next week?,False
A01530,D0140,unknown,,Following up on our last conversation regarding pricing.,False
A01531,D0826,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A01532,D0841,meeting,,Following up on our last conversation regarding pricing.,False
A01533,D0516,follow_up,,"Not happy with the delay, please escalate.",False
A01534,D0668,meeting,,Following up on our last conversation regarding pricing.,False
A01535,D0487,unknown,,Please find attached the requested documents.,False
A01536,D0620,call,2026-02-07,can we schedule a call sometime next week?,False
A01537,D0895,note,,we may have to look at other vendors if this isn't resolved.,False
A01538,D0271,email,,"Really appreciate the detailed proposal, excited to move forward.",False
A01539,D0891,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01540,D0473,email,,,False
A01541,D0707,unknown,,"Really appreciate the detailed proposal, excited to move forward.",False
A01542,D0381,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01543,D0317,call,,"Great call today, looking forward to next steps.",False
A01544,D0477,call,,"not happy with the delay, please escalate.",False
A01545,D0262,follow_up,2026-02-03,"Great call today, looking forward to next steps.",False
A01546,D0863,meeting,2025-05-12,Please find attached the requested documents.,False
A01547,D0711,email,2026-04-03,"Really appreciate the detailed proposal, excited to move forward.",False
A01548,D0037,email,,"This is taking longer than expected, we need an update asap.",False
A01549,D0052,unknown,,We may have to look at other vendors if this isn't resolved.,False
A01550,D0174,call,2026-10-07,"Thanks so much for the quick turnaround, this looks great!",False
A01551,D0812,email,2025-12-03,"Great call today, looking forward to next steps.",False
A01552,D0420,follow_up,2026-01-07,Can we schedule a call sometime next week?,False
A01553,D0031,call,,"Great call today, looking forward to next steps.",False
A01554,D0013,call,,"Not happy with the delay, please escalate.",False
A01555,D0036,unknown,2025-08-12,"Really appreciate the detailed proposal, excited to move forward.",False
A01556,D0580,call,2026-01-15,"Really appreciate the detailed proposal, excited to move forward.",False
A01557,D0191,call,,Please find attached the requested documents.,False
A01558,D0793,meeting,,"not happy with the delay, please escalate.",False
A01559,D0828,call,2026-08-06,"Not happy with the delay, please escalate.",False
A01560,D0056,email,,Please find attached the requested documents.,False
A01561,D0135,email,,"This is taking longer than expected, we need an update asap.",False
A01562,D0220,follow_up,,"Great call today, looking forward to next steps.",False
A01563,D0681,call,,"Not happy with the delay, please escalate.",False
A01564,D0185,note,,"Great call today, looking forward to next steps.",False
A01565,D0324,call,2026-04-03,"Not happy with the delay, please escalate.",False
A01566,D0618,meeting,,"Great call today, looking forward to next steps.",False
A01567,D0709,meeting,,"Really appreciate the detailed proposal, excited to move forward.",False
A01568,D0109,follow_up,,We may have to look at other vendors if this isn't resolved.,False
A01569,D0175,note,2026-05-07,Please find attached the requested documents.,False
A01570,D0675,note,,"This is taking longer than expected, we need an update ASAP.",False
A01571,D0527,note,2025-11-11,"This is taking longer than expected, we need an update ASAP.",False
A01572,D0513,follow_up,2025-11-28,Please find attached the requested documents.,False
A01573,D0449,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A01574,D0635,follow_up,2026-03-23,Please find attached the requested documents.,False
A01575,D0755,follow_up,,"This is taking longer than expected, we need an update ASAP.",False
A01576,D0131,email,2026-02-04,Please find attached the requested documents.,False
A01577,D0277,unknown,,we may have to look at other vendors if this isn't resolved.,False
A01578,D0541,note,2026-04-20,"great call today, looking forward to next steps.",False
A01579,D0173,call,,"Not happy with the delay, please escalate.",False
A01580,D0888,call,,"Thanks so much for the quick turnaround, this looks great!",False
A01581,D0003,call,,We may have to look at other vendors if this isn't resolved.,False
A01582,D0299,note,,,False
A01583,D0534,follow_up,,"really appreciate the detailed proposal, excited to move forward.",False
A01584,D0818,call,,"Really appreciate the detailed proposal, excited to move forward.",False
A01585,D0643,email,,"Not happy with the delay, please escalate.",False
A01586,D0852,follow_up,,"Not happy with the delay, please escalate.",False
A01587,D0398,call,,Please find attached the requested documents.,False
A01588,D0085,follow_up,,,False
A01589,D0612,follow_up,,Following up on our last conversation regarding pricing.,False
A01590,D0741,email,2025-06-12,,False
A01591,D0095,follow_up,,Please find attached the requested documents.,False
A01592,D0588,meeting,,Following up on our last conversation regarding pricing.,False
A01593,D0681,call,,Following up on our last conversation regarding pricing.,False
A01594,D0423,note,,Can we schedule a call sometime next week?,False
A01595,D0612,meeting,,"This is taking longer than expected, we need an update ASAP.",False
A01596,D0055,call,,"Great call today, looking forward to next steps.",False
A01597,D0017,email,,"Really appreciate the detailed proposal, excited to move forward.",False
A01598,D0142,email,,Please find attached the requested documents.,False
A01599,D0675,note,,,False
A01600,D0269,meeting,2025-11-11,Following up on our last conversation regarding pricing.,False
A01601,D0198,note,2026-07-05,,False
A01602,D0302,call,,We may have to look at other vendors if this isn't resolved.,False
A01603,D0340,call,2026-04-22,"Really appreciate the detailed proposal, excited to move forward.",False
A01604,D0336,meeting,,,False
A01605,D0476,follow_up,2026-04-02,,False
A01606,D0088,email,,,False
A01607,D0741,email,,,False
A01608,D0031,meeting,,"Thanks so much for the quick turnaround, this looks great!",False
A01609,D0770,meeting,,,False
A01610,D0897,meeting,,"Not happy with the delay, please escalate.",False
A01611,D0650,meeting,2026-02-05,"Really appreciate the detailed proposal, excited to move forward.",False
A01612,D0008,meeting,,Please find attached the requested documents.,False
A01613,D0241,meeting,2026-04-22,"Really appreciate the detailed proposal, excited to move forward.",False
A01614,D0174,email,,"Great call today, looking forward to next steps.",False
A01615,D0188,note,,We may have to look at other vendors if this isn't resolved.,False
A01616,D0829,note,2026-01-20,"Great call today, looking forward to next steps.",False
A01617,D0079,follow_up,2025-12-30,We may have to look at other vendors if this isn't resolved.,False
A01618,D0277,follow_up,2026-07-22,"Really appreciate the detailed proposal, excited to move forward.",False
A01619,D0655,email,2026-04-07,"This is taking longer than expected, we need an update ASAP.",False
A01620,D0523,meeting,2026-05-28,Please find attached the requested documents.,False
A01621,D0321,meeting,,"Thanks so much for the quick turnaround, this looks great!",False
A01622,D0757,note,2026-02-03,"Great call today, looking forward to next steps.",False
A01623,D0444,meeting,,"Great call today, looking forward to next steps.",False
A01624,D0177,call,,,False
A01625,D0127,call,,"Not happy with the delay, please escalate.",False
A01626,D0083,follow_up,,"Thanks so much for the quick turnaround, this looks great!",False
A01627,D0315,email,,Please find attached the requested documents.,False
A01628,D0826,email,,We may have to look at other vendors if this isn't resolved.,False
A01629,D0550,call,2026-02-17,,False
A01630,D0868,call,2025-05-12,"Great call today, looking forward to next steps.",False
A01631,D0380,meeting,,"Really appreciate the detailed proposal, excited to move forward.",False
A01632,D0884,call,2026-06-18,"Thanks so much for the quick turnaround, this looks great!",False
A01633,D0541,note,,Following up on our last conversation regarding pricing.,False
A01634,D0748,follow_up,,following up on our last conversation regarding pricing.,False
A01635,D0207,call,,"Thanks so much for the quick turnaround, this looks great!",False
A01636,D0034,call,2025-11-08,"Really appreciate the detailed proposal, excited to move forward.",False
A01637,D0509,call,2026-01-12,We may have to look at other vendors if this isn't resolved.,False
A01638,D0108,note,,Can we schedule a call sometime next week?,False
A01639,D0770,call,,"Really appreciate the detailed proposal, excited to move forward.",False
A01640,D0652,unknown,,Can we schedule a call sometime next week?,False
A01641,D0079,email,,Following up on our last conversation regarding pricing.,False
A01642,D0123,call,,We may have to look at other vendors if this isn't resolved.,False
A01643,D0455,follow_up,2026-05-04,"Great call today, looking forward to next steps.",False
A01644,D0058,email,2026-02-21,"Really appreciate the detailed proposal, excited to move forward.",False
A01645,D0525,call,2026-06-10,"great call today, looking forward to next steps.",False
A01646,D0611,follow_up,2026-02-24,Please find attached the requested documents.,False
A01647,D0549,email,2026-10-01,"Thanks so much for the quick turnaround, this looks great!",False
A01648,D0885,call,,"Great call today, looking forward to next steps.",False
A01649,D0690,follow_up,,"Not happy with the delay, please escalate.",False
A01650,D0016,email,,Following up on our last conversation regarding pricing.,False
A01651,D0898,note,,,False
A01652,D0394,follow_up,2025-11-13,We may have to look at other vendors if this isn't resolved.,False
A01653,D0408,unknown,,"Not happy with the delay, please escalate.",False
A01654,D0448,follow_up,,Can we schedule a call sometime next week?,False
A01655,D0146,call,,"This is taking longer than expected, we need an update ASAP.",False
A01656,D0398,call,,"Thanks so much for the quick turnaround, this looks great!",False
A01657,D0833,follow_up,2026-01-06,Please find attached the requested documents.,False
A01658,D0712,call,,"Great call today, looking forward to next steps.",False
A01659,D0516,call,,Please find attached the requested documents.,False
A01660,D0616,call,,Following up on our last conversation regarding pricing.,False
A01661,D0073,note,,We may have to look at other vendors if this isn't resolved.,False
A01662,D0414,email,,Can we schedule a call sometime next week?,False
A01663,D0096,call,,Please find attached the requested documents.,False
A01664,D0788,email,,"This is taking longer than expected, we need an update ASAP.",False
A01665,D0484,email,,"really appreciate the detailed proposal, excited to move forward.",False
A01666,D0460,unknown,2026-02-06,"Great call today, looking forward to next steps.",False
A01667,D0577,unknown,,Can we schedule a call sometime next week?,False
A01668,D0655,call,,"not happy with the delay, please escalate.",False
A01669,D0020,email,,"This is taking longer than expected, we need an update ASAP.",False
A01670,D0379,meeting,2025-11-17,"not happy with the delay, please escalate.",False
A01671,D0453,call,,Following up on our last conversation regarding pricing.,False
A01672,D0126,meeting,,"Not happy with the delay, please escalate.",False
A01673,D0236,unknown,,Following up on our last conversation regarding pricing.,False
A01674,D0234,follow_up,,"Great call today, looking forward to next steps.",False
A01675,D0075,meeting,,"Not happy with the delay, please escalate.",False
A01676,D0166,follow_up,,"This is taking longer than expected, we need an update ASAP.",False
A01677,D0152,unknown,,Please find attached the requested documents.,False
A01678,D0439,meeting,2026-01-18,"This is taking longer than expected, we need an update ASAP.",False
A01679,D0070,email,,We may have to look at other vendors if this isn't resolved.,False
A01680,D0428,email,2026-10-02,Following up on our last conversation regarding pricing.,False
A01681,D0517,unknown,2026-02-21,"Thanks so much for the quick turnaround, this looks great!",False
A01682,D0536,note,,"Great call today, looking forward to next steps.",False
A01683,D0380,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01684,D0619,email,,"This is taking longer than expected, we need an update ASAP.",False
A01685,D0336,follow_up,2026-06-20,Please find attached the requested documents.,False
A01686,D0699,meeting,,"Not happy with the delay, please escalate.",False
A01687,D0512,meeting,,"This is taking longer than expected, we need an update ASAP.",False
A01688,D0884,call,,please find attached the requested documents.,False
A01689,D0216,note,2026-05-06,"Not happy with the delay, please escalate.",False
A01690,D0724,email,2025-12-11,"not happy with the delay, please escalate.",False
A01691,D0856,unknown,2026-01-17,"This is taking longer than expected, we need an update ASAP.",False
A01692,D0110,note,,"Great call today, looking forward to next steps.",False
A01693,D0117,meeting,,"This is taking longer than expected, we need an update ASAP.",False
A01694,D0384,email,2026-05-07,"Thanks so much for the quick turnaround, this looks great!",False
A01695,D0184,email,,"Great call today, looking forward to next steps.",False
A01696,D0583,follow_up,,please find attached the requested documents.,False
A01697,D0508,call,,,False
A01698,D0476,call,2026-12-02,"This is taking longer than expected, we need an update ASAP.",False
A01699,D0798,call,,"Thanks so much for the quick turnaround, this looks great!",False
A01700,D0190,note,2026-12-06,Please find attached the requested documents.,False
A01701,D0230,call,2026-06-28,"Great call today, looking forward to next steps.",False
A01702,D0444,email,,We may have to look at other vendors if this isn't resolved.,False
A01703,D0760,note,,Please find attached the requested documents.,False
A01704,D0631,follow_up,,can we schedule a call sometime next week?,False
A01705,D0756,follow_up,2026-05-12,"Great call today, looking forward to next steps.",False
A01706,D0554,call,,"Really appreciate the detailed proposal, excited to move forward.",False
A01707,D0668,call,,"This is taking longer than expected, we need an update asap.",False
A01708,D0736,note,,"Great call today, looking forward to next steps.",False
A01709,D0660,meeting,,"Not happy with the delay, please escalate.",False
A01710,D0601,meeting,,"Thanks so much for the quick turnaround, this looks great!",False
A01711,D0309,call,2025-11-26,Can we schedule a call sometime next week?,False
A01712,D0023,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01713,D0579,email,,"Great call today, looking forward to next steps.",False
A01714,D0796,meeting,,"Thanks so much for the quick turnaround, this looks great!",False
A01715,D0036,follow_up,,Can we schedule a call sometime next week?,False
A01716,D0178,call,2026-03-06,Can we schedule a call sometime next week?,False
A01717,D0384,meeting,,"Really appreciate the detailed proposal, excited to move forward.",False
A01718,D0346,meeting,,Following up on our last conversation regarding pricing.,False
A01719,D0833,follow_up,,Following up on our last conversation regarding pricing.,False
A01720,D0252,email,,Following up on our last conversation regarding pricing.,False
A01721,D0437,email,,We may have to look at other vendors if this isn't resolved.,False
A01722,D0759,follow_up,,"really appreciate the detailed proposal, excited to move forward.",False
A01723,D0276,meeting,,"Thanks so much for the quick turnaround, this looks great!",False
A01724,D0613,note,,"Great call today, looking forward to next steps.",False
A01725,D0249,unknown,,"Not happy with the delay, please escalate.",False
